月份,項目,金額,數量,比率,來源,單位,客戶,耗時分鐘
2026/06/28,中段,66.87,91,14.82,正常登錄,製造,東昇,30
2026/07/15,完成,46.17,231,34.03,已回報,營運,順發,186
2026/06/11,前段,15.91,84,91.51,正常登錄,研發,順發,8
2026/06/02,完成,46.42,59,74.81,正常登錄,研發,東昇,66
2026/06/11,完成,74.22,92,67.07,待確認,營運,東昇,12
2026/07/15,完成,81.67,222,58.25,正常登錄,營運,捷欣,187
2026/06/11,前段,34.29,184,77.23,正常登錄,營運,東昇,115
2026/06/12,前段,7.35,65,16.39,已回報,資材,永利,116
2026/06/17,中段,33.42,131,67.99,正常登錄,營運,捷欣,138
2026/07/01,中段,33.65,161,78.26,正常登錄,品保,東昇,121
2026/07/25,後段,97.40,0,18.51,正常登錄,資材,東昇,227
2026/06/02,中段,22.34,209,60.27,已回報,營運,東昇,221
2026/07/23,前段,51.16,0,71.54,已回報,營運,捷欣,3
2026/06/14,後段,52.15,0,34.79,正常登錄,資材,力鋼,63
2026/07/01,後段,68.96,12,14.57,正常登錄,研發,捷欣,34
2026/06/16,中段,85.74,0,50.55,正常登錄,資材,捷欣,74
2026/06/03,完成,58.86,102,85.89,待確認,研發,永利,152
2026/07/01,完成,82.09,117,97.72,待確認,資材,力鋼,75
2026/07/10,中段,80.46,70,57.54,正常登錄,研發,捷欣,102
2026/07/20,前段,17.29,0,1.61,已回報,品保,大宏,35
2026/06/15,後段,58.75,30,53.46,待確認,品保,永利,94
2026/06/03,完成,87.99,0,29.05,正常登錄,品保,東昇,202
2026/07/17,後段,90.67,0,24.55,正常登錄,製造,大宏,229
2026/06/15,完成,0.42,4,41.23,正常登錄,研發,永利,77
2026/06/12,前段,61.94,188,30.23,正常登錄,研發,東昇,205
2026/07/03,完成,15.56,240,72.42,正常登錄,營運,永利,200
2026/06/08,前段,93.13,192,85.96,正常登錄,品保,順發,198
2026/07/20,前段,37.01,122,31.69,已回報,資材,順發,54
2026/07/18,後段,79.48,170,86.97,正常登錄,研發,東昇,153
2026/07/06,中段,89.58,0,92.05,正常登錄,營運,東昇,192
2026/06/14,中段,52.79,204,29.59,正常登錄,營運,捷欣,91
2026/06/29,前段,67.08,0,77.65,待確認,營運,捷欣,123
2026/06/26,前段,42.67,0,5.31,正常登錄,品保,東昇,170
2026/06/19,中段,33.84,0,81.48,已回報,品保,順發,92
2026/07/03,後段,18.93,0,46.12,已回報,品保,大宏,223
2026/07/23,中段,0.77,55,75.27,正常登錄,製造,力鋼,86
2026/06/12,中段,42.99,123,74.86,正常登錄,研發,東昇,221
2026/06/07,後段,21.67,143,25.34,已回報,研發,力鋼,39
2026/07/13,完成,0.69,2,28.14,正常登錄,資材,東昇,135
2026/07/23,前段,12.74,54,7.27,已回報,研發,順發,148
2026/07/01,前段,20.51,0,71.15,正常登錄,研發,順發,55
2026/07/05,中段,34.54,216,34.92,正常登錄,品保,捷欣,50
2026/06/25,中段,13.38,0,87.82,已回報,製造,大宏,211
2026/07/13,中段,58.14,163,19.75,待確認,品保,永利,118
2026/06/12,中段,66.40,58,70.81,正常登錄,營運,順發,191
2026/07/28,前段,17.23,0,39.96,正常登錄,營運,順發,56
2026/07/13,中段,31.47,145,84.91,正常登錄,製造,順發,164
2026/06/07,中段,41.54,90,91.38,正常登錄,品保,大宏,131
2026/06/26,完成,21.68,78,83.14,正常登錄,營運,永利,236
2026/07/04,前段,8.23,0,79.75,已回報,品保,永利,166
2026/06/19,前段,17.75,0,81.08,待確認,研發,大宏,161
2026/07/06,中段,22.92,37,49.42,已回報,製造,順發,157
2026/07/26,完成,82.11,0,30.09,已回報,研發,順發,239
2026/07/11,前段,71.10,0,91.32,正常登錄,製造,力鋼,56
2026/06/25,前段,18.67,63,4.04,正常登錄,製造,順發,219
2026/06/17,後段,86.91,74,34.89,正常登錄,資材,東昇,60
2026/07/29,完成,76.52,60,94.64,正常登錄,製造,東昇,128
2026/06/25,中段,11.66,0,94.92,正常登錄,品保,順發,113
2026/06/11,後段,7.18,68,16.89,待確認,製造,力鋼,211
2026/06/23,後段,42.73,151,36.37,正常登錄,製造,永利,103
2026/06/03,中段,28.45,72,38.69,正常登錄,營運,東昇,199
2026/06/30,後段,75.85,0,21.63,待確認,製造,永利,172
2026/06/03,前段,0.88,0,78.28,正常登錄,品保,永利,189
2026/07/13,中段,78.15,150,56.96,正常登錄,製造,永利,188
2026/06/01,後段,38.27,159,20.26,正常登錄,製造,力鋼,25
2026/07/09,前段,1.31,0,45.59,已回報,資材,永利,181
2026/06/08,中段,10.85,37,90.19,待確認,研發,力鋼,176
2026/07/02,中段,86.31,131,33.94,已回報,營運,永利,87
2026/07/02,後段,54.58,0,85.53,待確認,營運,永利,233
2026/06/28,前段,9.22,149,79.99,待確認,品保,東昇,145
2026/07/27,中段,59.39,228,7.15,已回報,資材,永利,193
2026/06/07,中段,94.77,0,58.62,正常登錄,營運,永利,176
2026/07/03,前段,28.61,51,4.74,已回報,品保,順發,9
2026/06/23,後段,41.66,99,24.40,正常登錄,製造,永利,173
2026/06/09,前段,8.06,133,33.18,正常登錄,資材,順發,76
2026/06/10,前段,72.47,0,12.98,待確認,資材,捷欣,168
2026/07/05,前段,30.21,113,78.03,正常登錄,營運,捷欣,116
2026/07/27,前段,74.48,229,10.73,已回報,營運,順發,50
2026/06/10,中段,23.71,109,6.56,已回報,資材,順發,139
2026/06/03,中段,69.01,162,58.28,正常登錄,營運,順發,21
2026/06/13,前段,75.20,17,84.05,正常登錄,品保,捷欣,226
2026/07/02,中段,81.02,85,30.17,正常登錄,品保,力鋼,179
2026/07/29,前段,19.53,0,97.17,已回報,研發,捷欣,45
2026/07/20,中段,43.57,154,69.45,已回報,資材,大宏,156
2026/07/06,完成,9.83,29,54.60,正常登錄,資材,捷欣,13
2026/07/28,中段,90.98,215,76.19,已回報,製造,順發,189
2026/07/13,後段,29.62,128,32.06,已回報,品保,東昇,143
2026/06/02,中段,27.36,0,33.51,正常登錄,研發,永利,93
2026/07/02,完成,69.49,0,93.19,已回報,製造,力鋼,90
2026/06/30,完成,65.33,0,88.34,已回報,研發,東昇,187
2026/07/19,後段,2.92,0,2.69,正常登錄,研發,順發,154
2026/06/12,前段,65.09,0,22.30,正常登錄,資材,永利,192
2026/07/10,完成,37.86,0,44.25,已回報,研發,永利,129
2026/06/08,完成,50.17,38,7.72,正常登錄,品保,大宏,109
2026/07/17,前段,25.01,105,93.81,待確認,資材,大宏,166
2026/06/08,前段,88.36,133,87.29,正常登錄,品保,大宏,148
2026/06/26,完成,36.44,70,72.75,已回報,研發,力鋼,225
2026/07/13,中段,88.85,198,53.92,已回報,營運,東昇,32
2026/07/11,完成,24.63,205,92.20,正常登錄,品保,順發,29
2026/07/21,前段,44.75,78,66.12,已回報,製造,力鋼,161
2026/06/13,後段,72.92,142,40.47,正常登錄,資材,大宏,239
2026/06/06,前段,91.51,198,74.31,正常登錄,製造,永利,16
2026/07/21,前段,90.60,181,43.16,已回報,製造,大宏,166
2026/07/01,前段,71.62,162,6.28,已回報,品保,捷欣,199
2026/07/13,前段,82.76,0,78.73,已回報,研發,永利,130
2026/06/02,前段,30.04,0,59.23,正常登錄,營運,大宏,15
2026/06/22,前段,9.61,150,51.89,待確認,研發,捷欣,5
2026/07/27,中段,41.64,152,39.06,正常登錄,資材,順發,142
2026/06/29,前段,6.89,0,59.16,正常登錄,製造,永利,112
2026/07/19,前段,37.79,0,60.86,已回報,製造,東昇,41
2026/07/01,中段,60.90,230,2.97,正常登錄,營運,順發,45
2026/07/30,前段,81.80,0,45.97,正常登錄,研發,大宏,157
2026/06/06,前段,1.68,240,77.70,已回報,營運,大宏,225
2026/07/29,後段,89.34,84,89.09,已回報,營運,力鋼,102
2026/07/05,前段,17.68,130,78.19,已回報,製造,力鋼,89
2026/06/25,前段,43.73,149,4.91,正常登錄,品保,東昇,71
2026/07/09,完成,18.65,0,86.46,正常登錄,研發,力鋼,19
2026/06/03,後段,75.84,52,20.43,正常登錄,資材,大宏,213
2026/07/08,完成,28.65,34,73.07,正常登錄,營運,力鋼,148
2026/06/07,前段,63.68,231,94.08,正常登錄,研發,大宏,107
2026/06/09,完成,57.20,33,47.21,正常登錄,資材,力鋼,229
2026/06/10,中段,82.00,215,82.71,待確認,營運,捷欣,86
2026/06/06,前段,59.24,145,52.38,正常登錄,資材,大宏,97
2026/07/27,中段,57.34,0,79.55,正常登錄,品保,永利,204
2026/06/27,後段,46.55,93,81.65,待確認,製造,捷欣,50
2026/06/29,後段,79.94,213,69.15,正常登錄,製造,永利,66
2026/06/05,完成,41.84,238,69.92,正常登錄,品保,順發,216
2026/07/26,前段,86.27,22,78.55,正常登錄,研發,東昇,220
2026/06/03,後段,0.75,3,52.16,已回報,品保,永利,85
2026/07/07,完成,53.89,190,83.42,已回報,研發,順發,128
2026/07/13,後段,25.56,149,46.23,正常登錄,品保,捷欣,83
2026/07/22,完成,1.06,28,41.39,待確認,資材,永利,12
2026/06/05,後段,32.16,0,57.24,正常登錄,資材,大宏,5
2026/07/05,後段,92.19,85,28.87,正常登錄,品保,捷欣,5
2026/06/13,前段,23.08,0,40.64,待確認,品保,大宏,28
2026/06/16,後段,38.76,80,51.87,正常登錄,資材,捷欣,116
2026/06/03,中段,21.93,6,17.29,正常登錄,研發,順發,70
2026/06/17,後段,25.45,0,3.15,已回報,研發,大宏,184
2026/06/03,完成,36.73,43,39.48,正常登錄,品保,捷欣,32
2026/07/02,完成,64.76,35,47.80,正常登錄,品保,捷欣,49
2026/06/18,後段,28.92,111,92.68,正常登錄,品保,力鋼,208
2026/06/21,中段,12.93,0,48.13,正常登錄,製造,力鋼,96
2026/07/08,後段,1.01,101,33.22,待確認,資材,東昇,148
2026/07/16,後段,34.50,182,50.52,正常登錄,製造,捷欣,118
2026/06/16,中段,89.36,0,12.44,正常登錄,研發,大宏,211
2026/07/19,中段,34.24,76,54.18,正常登錄,資材,東昇,51
2026/07/14,後段,88.48,65,87.14,待確認,營運,大宏,105
2026/06/29,完成,91.40,217,18.09,待確認,資材,順發,171
2026/06/20,完成,13.36,59,9.68,正常登錄,資材,捷欣,161
2026/07/03,後段,23.35,200,1.82,正常登錄,資材,大宏,103
2026/06/18,後段,76.06,20,84.62,正常登錄,品保,順發,81
2026/06/22,中段,64.85,201,51.10,待確認,研發,永利,106
2026/06/01,完成,69.86,170,65.79,已回報,品保,力鋼,225
2026/07/14,後段,59.69,157,13.44,已回報,研發,力鋼,178
2026/06/09,中段,19.05,0,13.83,已回報,研發,力鋼,133
2026/07/03,前段,85.04,11,29.02,待確認,研發,力鋼,130
2026/07/01,後段,91.08,0,54.87,已回報,資材,順發,152
2026/06/11,後段,43.12,0,32.34,已回報,製造,力鋼,225
2026/06/19,前段,33.34,190,41.71,正常登錄,營運,力鋼,99
2026/07/26,中段,43.94,0,38.74,正常登錄,營運,捷欣,226
2026/06/28,後段,48.18,0,56.24,正常登錄,製造,捷欣,16
2026/07/24,前段,67.28,111,76.55,已回報,品保,順發,126
2026/06/12,中段,23.45,193,8.59,正常登錄,研發,力鋼,74
2026/07/06,中段,43.02,105,47.58,正常登錄,研發,捷欣,215
2026/07/12,中段,70.71,0,12.99,已回報,營運,大宏,18
2026/06/26,完成,30.35,203,78.09,正常登錄,營運,順發,100
2026/06/13,完成,46.51,240,58.35,正常登錄,營運,東昇,120
2026/07/03,中段,91.97,0,34.68,正常登錄,研發,捷欣,193
2026/06/07,完成,48.92,0,21.58,已回報,研發,捷欣,164
2026/07/03,完成,36.62,0,50.29,已回報,品保,永利,201
2026/07/25,完成,17.56,113,15.44,待確認,資材,捷欣,70
2026/07/20,後段,15.89,44,63.21,已回報,研發,力鋼,102
2026/06/15,完成,8.03,130,39.35,正常登錄,品保,捷欣,224
2026/06/03,完成,20.64,137,93.73,正常登錄,製造,東昇,126
2026/06/26,完成,41.16,117,57.82,正常登錄,品保,順發,207
2026/06/22,完成,53.87,15,44.61,正常登錄,研發,順發,149
2026/06/30,前段,23.71,233,83.47,正常登錄,研發,捷欣,107
2026/06/18,後段,38.96,61,69.76,正常登錄,資材,順發,84
2026/07/24,完成,16.23,6,50.74,已回報,營運,力鋼,28
2026/06/07,前段,1256.00,0,91.95,已回報,資材,大宏,173
2026/07/02,前段,8.92,207,14.84,待確認,製造,捷欣,1
2026/06/15,中段,39.24,109,21.40,正常登錄,研發,捷欣,116
2026/07/11,後段,27.14,0,92.89,正常登錄,資材,東昇,224
2026/07/05,後段,45.13,223,92.31,待確認,資材,順發,111
2026/06/09,完成,97.23,0,94.19,正常登錄,品保,順發,97
2026/06/20,中段,92.72,57,12.92,待確認,營運,大宏,216
2026/07/27,中段,85.13,0,25.65,已回報,製造,捷欣,210
2026/06/01,前段,96.42,0,20.03,正常登錄,資材,永利,168
2026/06/24,後段,28.43,51,89.01,正常登錄,營運,大宏,211
2026/07/25,完成,41.37,120,14.66,正常登錄,研發,順發,210
2026/06/02,中段,78.94,235,33.19,待確認,資材,捷欣,115
2026/06/27,後段,52.00,227,36.64,待確認,製造,力鋼,3
2026/06/20,前段,27.98,240,87.66,正常登錄,營運,東昇,63
2026/07/10,中段,42.23,117,86.59,正常登錄,研發,永利,78
2026/07/23,完成,20.39,236,71.55,正常登錄,品保,永利,165
2026/07/05,後段,43.95,208,31.45,正常登錄,品保,東昇,233
2026/07/11,前段,42.99,191,22.03,待確認,品保,大宏,152
2026/06/03,後段,86.76,199,94.45,待確認,資材,東昇,87
2026/07/04,中段,27.53,156,30.69,正常登錄,製造,順發,17
2026/06/09,後段,15.32,111,85.88,正常登錄,製造,大宏,40
2026/07/19,後段,65.32,0,37.07,正常登錄,資材,捷欣,182
2026/07/17,中段,88.35,138,64.13,正常登錄,製造,東昇,219
2026/06/10,中段,26.25,202,96.53,已回報,營運,順發,10
2026/06/25,完成,81.49,167,88.07,正常登錄,營運,東昇,91
2026/07/14,中段,41.41,170,18.17,已回報,製造,順發,89
2026/07/24,完成,55.95,0,90.76,正常登錄,營運,永利,153
2026/06/27,後段,65.36,227,76.97,正常登錄,營運,東昇,198
2026/07/25,前段,24.65,93,62.81,正常登錄,製造,永利,88
2026/06/20,中段,56.69,191,90.33,待確認,資材,順發,86
2026/07/23,後段,58.90,59,47.79,已回報,品保,東昇,56
2026/06/28,完成,13.64,85,78.26,已回報,研發,捷欣,5
2026/06/22,完成,62.57,53,3.33,正常登錄,研發,力鋼,66
2026/06/21,中段,30.52,96,90.67,已回報,品保,力鋼,22
2026/07/04,前段,49.43,0,28.66,已回報,資材,永利,216
2026/06/20,後段,26.32,236,4.10,待確認,品保,順發,118
2026/06/22,中段,55.40,53,7.70,正常登錄,品保,東昇,81
2026/07/09,前段,0.81,2,54.90,待確認,製造,捷欣,66
2026/07/07,後段,20.68,158,29.38,待確認,品保,大宏,41
2026/07/29,中段,0.38,2,4.73,已回報,製造,東昇,221
2026/07/02,中段,91.06,185,67.91,正常登錄,品保,大宏,162
2026/06/26,中段,37.24,0,68.86,待確認,研發,捷欣,49
2026/06/09,前段,58.86,110,89.79,正常登錄,營運,力鋼,108
2026/07/15,後段,82.04,62,66.08,已回報,品保,東昇,223
2026/07/18,中段,4.92,131,25.83,正常登錄,品保,永利,12
2026/07/19,完成,85.12,0,75.88,已回報,資材,捷欣,141
2026/06/10,後段,1.89,93,75.05,待確認,製造,東昇,133
2026/06/03,前段,50.84,148,80.95,正常登錄,營運,順發,203
2026/06/14,前段,23.25,0,27.91,正常登錄,研發,東昇,42
2026/07/11,中段,79.75,0,76.03,正常登錄,製造,捷欣,168
2026/07/22,中段,50.67,0,36.93,正常登錄,品保,大宏,163
2026/06/19,後段,18.81,40,51.82,待確認,製造,大宏,3
2026/06/11,前段,23.52,29,73.58,正常登錄,製造,永利,72
2026/06/20,完成,78.61,111,69.25,正常登錄,品保,順發,215
2026/07/18,後段,17.57,143,74.68,正常登錄,製造,順發,239
2026/07/14,後段,5.16,79,70.12,已回報,研發,捷欣,135
2026/07/19,中段,79.79,122,65.64,正常登錄,品保,永利,25
2026/07/29,後段,85.39,133,47.75,正常登錄,製造,捷欣,67
2026/06/23,中段,63.36,0,68.54,正常登錄,資材,捷欣,186
2026/06/23,完成,80.33,74,97.57,正常登錄,製造,捷欣,28
2026/06/05,中段,10.66,229,93.51,正常登錄,研發,捷欣,212
2026/06/04,前段,35.10,0,34.01,正常登錄,品保,永利,41
2026/06/17,後段,94.27,112,10.96,正常登錄,製造,東昇,95
2026/06/17,後段,63.45,221,39.06,正常登錄,研發,東昇,161
2026/07/17,完成,1.13,86,78.50,待確認,營運,力鋼,30
2026/07/28,後段,71.23,42,24.65,正常登錄,研發,東昇,219
2026/07/23,中段,23.31,45,74.71,正常登錄,營運,大宏,84
2026/07/30,完成,93.44,0,58.29,正常登錄,營運,捷欣,214
2026/06/17,中段,40.09,43,44.68,已回報,製造,大宏,171
2026/07/07,後段,65.55,51,38.78,正常登錄,營運,力鋼,9
2026/06/18,完成,89.80,159,40.35,正常登錄,資材,順發,148
2026/06/14,後段,9.48,0,50.63,正常登錄,品保,順發,116
2026/06/08,中段,82.12,231,9.51,已回報,營運,永利,85
2026/06/02,完成,88.20,0,17.29,已回報,研發,順發,186
2026/07/19,完成,79.39,190,46.10,正常登錄,營運,順發,88
2026/07/25,後段,45.98,62,92.33,正常登錄,製造,力鋼,31
2026/07/19,完成,89.55,39,86.08,已回報,營運,永利,159
2026/06/27,中段,18.40,0,89.13,正常登錄,資材,順發,47
2026/06/12,前段,83.54,130,44.83,待確認,品保,大宏,59
2026/06/14,完成,4.68,126,85.35,待確認,資材,順發,30
2026/06/08,前段,60.19,169,66.07,正常登錄,品保,大宏,33
2026/06/03,前段,24.64,26,47.07,已回報,品保,大宏,205
2026/07/10,完成,58.04,151,26.04,正常登錄,資材,大宏,111
2026/07/03,後段,47.25,0,20.27,正常登錄,營運,捷欣,155
2026/06/22,前段,61.58,17,51.67,已回報,製造,東昇,40
2026/07/22,前段,79.02,0,4.99,待確認,製造,永利,18
2026/06/20,完成,82.52,142,11.66,正常登錄,資材,大宏,112
2026/06/08,中段,65.33,114,66.11,待確認,營運,順發,183
2026/07/10,前段,43.37,0,94.95,正常登錄,製造,捷欣,123
2026/06/04,完成,87.10,139,59.54,待確認,營運,捷欣,207
2026/07/21,前段,40.10,174,63.84,正常登錄,研發,順發,118
2026/07/23,前段,20.28,16,59.07,正常登錄,資材,力鋼,29
2026/06/15,前段,23.07,8,9.71,已回報,營運,永利,71
2026/06/16,中段,14.58,225,2.11,正常登錄,營運,永利,99
2026/07/30,完成,30.26,151,45.36,待確認,製造,力鋼,53
2026/07/01,前段,97.71,185,75.71,正常登錄,製造,東昇,98
2026/07/19,後段,49.09,57,52.98,正常登錄,營運,力鋼,44
2026/07/23,中段,47.07,0,7.92,正常登錄,製造,捷欣,69
2026/06/11,中段,38.97,131,83.96,正常登錄,製造,捷欣,186
2026/07/26,完成,28.27,5,55.19,正常登錄,營運,順發,236
2026/06/01,中段,47.96,0,30.42,待確認,研發,力鋼,142
2026/07/11,後段,34.25,194,41.44,正常登錄,製造,大宏,228
2026/06/28,前段,44.22,12,67.30,正常登錄,製造,力鋼,17
2026/07/17,完成,24.88,0,50.38,正常登錄,研發,力鋼,73
2026/06/04,後段,3.37,119,1.07,待確認,營運,東昇,171
2026/06/27,中段,90.95,63,5.32,已回報,營運,順發,189
2026/06/25,前段,11.46,0,30.61,正常登錄,資材,東昇,152
2026/06/16,前段,65.02,171,84.57,已回報,品保,東昇,117
2026/06/05,前段,61.07,199,22.08,待確認,研發,永利,3
2026/06/12,前段,58.50,11,35.60,已回報,營運,永利,123
2026/07/17,中段,84.49,232,30.37,正常登錄,製造,力鋼,69
2026/06/08,前段,94.97,0,62.73,待確認,品保,東昇,66
2026/06/02,完成,50.17,88,89.52,待確認,品保,力鋼,117
2026/07/29,前段,20.85,147,10.20,待確認,製造,力鋼,90
2026/07/21,前段,78.04,9,55.33,已回報,資材,捷欣,133
2026/06/25,前段,63.19,0,72.02,待確認,研發,順發,164
2026/06/26,前段,25.55,0,13.58,正常登錄,製造,大宏,16
2026/07/10,後段,49.20,0,94.97,正常登錄,資材,大宏,229
2026/06/15,中段,72.73,238,96.95,待確認,營運,捷欣,58
2026/07/01,後段,76.42,0,8.55,正常登錄,研發,順發,240
2026/07/30,後段,81.12,0,65.09,正常登錄,營運,永利,61
2026/07/10,中段,40.67,9,8.99,正常登錄,品保,力鋼,130
2026/06/25,前段,63.83,27,31.06,已回報,資材,力鋼,103
2026/06/06,完成,20.08,97,39.49,待確認,製造,大宏,119
2026/06/07,前段,65.82,17,10.46,正常登錄,品保,順發,37
2026/07/21,前段,36.42,51,61.41,正常登錄,製造,東昇,101
2026/06/10,中段,88.31,111,49.99,正常登錄,製造,東昇,89
2026/06/10,中段,86.80,147,51.16,待確認,資材,力鋼,5
2026/07/01,中段,3.38,70,65.57,待確認,品保,順發,196
2026/07/09,完成,9160.00,0,54.07,正常登錄,製造,永利,75
2026/07/24,前段,39.27,30,1.02,正常登錄,研發,捷欣,62
2026/07/16,前段,9.47,118,29.69,正常登錄,品保,永利,6
2026/07/21,前段,89.02,25,96.19,待確認,研發,東昇,208
2026/06/16,完成,75.05,0,30.20,正常登錄,營運,順發,216
2026/07/03,後段,63.27,240,5.91,已回報,研發,大宏,125
2026/07/14,前段,95.06,83,58.34,待確認,品保,東昇,174
2026/06/20,前段,47.75,142,37.16,正常登錄,製造,大宏,111
2026/06/15,中段,50.57,154,26.48,正常登錄,製造,力鋼,108
2026/06/18,前段,25.00,0,78.98,待確認,資材,順發,217
2026/06/20,完成,20.00,222,89.86,已回報,資材,順發,20
2026/06/19,後段,86.03,0,45.31,正常登錄,製造,東昇,131
2026/06/07,前段,26.41,131,6.40,正常登錄,資材,永利,113
2026/06/29,中段,78.03,78,48.58,正常登錄,營運,力鋼,100
2026/06/01,前段,35.68,197,24.98,正常登錄,營運,東昇,182
2026/07/18,前段,71.31,131,16.25,正常登錄,研發,順發,25
2026/07/23,完成,9.87,193,78.69,正常登錄,製造,捷欣,223
2026/07/04,完成,56.77,212,38.89,待確認,營運,東昇,138
2026/07/07,前段,0.90,5,10.72,正常登錄,品保,力鋼,22
2026/06/04,完成,96.93,186,80.23,待確認,研發,力鋼,39
2026/06/12,中段,50.52,11,58.21,已回報,品保,永利,146
2026/06/05,前段,47.99,239,81.80,正常登錄,製造,大宏,62
2026/07/13,後段,92.43,88,83.34,已回報,營運,順發,100
2026/07/09,中段,14.03,97,96.48,正常登錄,品保,力鋼,114
2026/07/10,完成,1.34,211,72.37,正常登錄,營運,順發,93
2026/06/13,前段,5.24,0,36.28,正常登錄,品保,順發,185
2026/06/10,中段,95.95,91,43.24,正常登錄,製造,力鋼,21
2026/06/27,後段,84.20,13,87.40,正常登錄,研發,東昇,16
2026/06/05,完成,58.01,19,81.20,正常登錄,資材,東昇,83
2026/07/04,前段,5.33,28,34.34,已回報,製造,力鋼,90
2026/06/15,中段,85.32,118,17.51,正常登錄,品保,東昇,193
2026/06/07,前段,50.02,30,68.14,正常登錄,研發,東昇,28
2026/06/17,完成,45.18,59,96.65,正常登錄,製造,力鋼,171
2026/06/16,前段,68.11,224,33.29,待確認,製造,東昇,166
2026/06/16,完成,61.60,149,1.28,待確認,營運,大宏,63
2026/07/12,完成,70.75,0,44.64,正常登錄,研發,順發,140
2026/06/08,中段,21.45,131,13.01,正常登錄,研發,捷欣,95
2026/07/11,前段,77.19,120,54.81,正常登錄,研發,捷欣,211
2026/06/04,中段,6.45,42,26.63,已回報,營運,大宏,59
2026/07/14,完成,93.12,178,63.86,正常登錄,研發,力鋼,225
2026/07/20,中段,2.27,0,65.52,已回報,資材,大宏,119
2026/06/17,中段,49.77,0,9.57,待確認,營運,捷欣,160
2026/06/07,後段,77.68,67,89.88,待確認,資材,順發,64
2026/06/22,前段,2.37,80,16.04,已回報,資材,東昇,97
2026/07/05,完成,73.54,214,51.65,待確認,資材,捷欣,129
2026/07/11,後段,61.95,232,86.60,待確認,品保,順發,161
2026/06/15,前段,50.26,0,79.45,正常登錄,資材,力鋼,227
2026/06/29,中段,35.27,0,74.11,已回報,營運,永利,227
2026/06/22,後段,45.57,135,80.94,已回報,品保,大宏,205
2026/06/11,後段,91.03,188,79.88,待確認,品保,東昇,120
2026/07/07,前段,10.48,121,5.58,已回報,資材,東昇,43
2026/06/04,完成,45.60,0,85.69,待確認,資材,東昇,236
2026/07/22,後段,43.28,237,95.30,正常登錄,品保,力鋼,216
2026/06/21,後段,79.12,0,85.96,已回報,資材,力鋼,33
2026/07/29,後段,96.70,0,31.87,已回報,資材,捷欣,232
2026/06/19,前段,0.63,83,34.31,正常登錄,研發,捷欣,150
2026/06/28,完成,53.08,197,83.81,已回報,營運,永利,26
2026/07/17,後段,84.69,143,41.68,正常登錄,研發,力鋼,217
2026/06/09,後段,2.46,238,97.39,正常登錄,研發,永利,127
2026/06/05,後段,84.11,38,25.40,正常登錄,品保,東昇,195
2026/06/16,完成,31.07,78,1.29,待確認,品保,捷欣,237
2026/06/11,前段,29.21,160,56.06,待確認,品保,東昇,150
2026/07/14,前段,15.79,88,36.57,已回報,資材,順發,63
2026/06/20,中段,19.19,113,7.89,已回報,品保,力鋼,102
2026/06/20,中段,15.63,232,87.87,正常登錄,資材,力鋼,202
2026/07/12,完成,8.46,0,64.70,正常登錄,製造,永利,218
2026/07/29,後段,87.54,158,85.53,正常登錄,資材,順發,59
2026/06/30,前段,50.85,70,62.64,正常登錄,品保,捷欣,172
2026/07/08,後段,51.55,0,6.78,已回報,製造,永利,67
2026/06/08,前段,39.09,67,26.30,正常登錄,研發,東昇,102
2026/07/30,中段,50.21,7,51.82,已回報,資材,力鋼,238
2026/06/09,完成,10.22,137,41.16,正常登錄,研發,大宏,125
2026/07/07,完成,71.02,38,67.26,正常登錄,品保,大宏,205
2026/07/07,前段,14.71,114,29.57,正常登錄,研發,力鋼,65
2026/06/14,中段,37.46,160,87.81,已回報,研發,東昇,18
2026/06/28,前段,26.20,194,88.97,待確認,研發,大宏,136
2026/06/15,完成,44.04,57,20.42,正常登錄,品保,捷欣,147
2026/07/13,後段,55.11,0,35.58,已回報,資材,順發,58
2026/06/21,後段,89.26,134,48.43,待確認,營運,永利,211
2026/06/17,前段,16.49,220,90.53,已回報,營運,東昇,236
2026/07/09,完成,43.23,0,40.32,正常登錄,營運,永利,92
2026/06/02,完成,22.54,184,26.38,正常登錄,製造,東昇,215
2026/06/20,後段,55.73,0,56.12,已回報,研發,捷欣,233
2026/07/15,完成,71.47,68,23.34,已回報,研發,東昇,197
2026/07/15,前段,94.61,0,70.28,待確認,品保,捷欣,69
2026/07/23,中段,40.98,0,7.55,正常登錄,製造,順發,209
2026/06/24,中段,32.39,0,84.39,已回報,品保,東昇,24
2026/06/01,後段,55.77,167,82.83,已回報,資材,大宏,234
2026/07/15,前段,64.94,155,13.60,已回報,營運,大宏,129
2026/06/15,中段,54.15,216,30.00,正常登錄,研發,永利,123
2026/07/09,完成,97.05,190,64.19,正常登錄,資材,東昇,146
2026/07/21,完成,82.00,0,73.46,正常登錄,製造,順發,153
2026/06/16,中段,20.40,129,24.79,待確認,研發,捷欣,84
2026/06/09,中段,44.39,0,77.26,正常登錄,品保,永利,134
2026/07/11,後段,72.77,0,62.67,待確認,品保,大宏,150
2026/07/27,後段,18.66,164,76.45,待確認,資材,捷欣,78
2026/06/07,中段,10.25,208,12.58,已回報,研發,東昇,121
2026/07/01,後段,42.60,78,93.82,正常登錄,品保,捷欣,134
2026/06/07,後段,50.32,0,95.65,正常登錄,品保,大宏,53
2026/07/29,中段,27.61,100,40.95,已回報,營運,順發,160
2026/07/28,完成,82.53,136,16.36,待確認,資材,力鋼,130
